SentenceID,Category_UZ,Category_EN,Word,Segmented,Stem,Lemma,Feautures
147,Iqtisodiyot,Economics,kelganini,kel/ganini,kel,kel,"[{'word': 'kelganini', 'stem': 'kel', 'lemma': 'kel', 'pos': 'VERB', 'id': '271', 'affix': 'Ganini', 'affixed': 'ganini'}]"
147,Iqtisodiyot,Economics,q,q/,q,q,"[{'word': 'q', 'stem': 'q', 'lemma': 'q', 'pos': 'Undefined'}]"
148,Iqtisodiyot,Economics,oï¿½ï¿½ï¿½z,oï¿½ï¿½ï¿½zb,oï¿½ï¿½ï¿½z,oï¿½ï¿½ï¿½z,"[{'word': 'oï¿½ï¿½ï¿½zbekiston', 'stem': 'oï¿½ï¿½ï¿½zbekiston', 'lemma': 'oï¿½ï¿½ï¿½zbekisto"
148,Iqtisodiyot,Economics,oziq,oziq/,oziq,oziq,"[{'word': 'oziq', 'stem': 'oziq', 'lemma': 'oziq', 'pos': 'Undefined'}]"
148,Iqtisodiyot,Economics,ovqat,ovqat/,ovqat,ovqat,"[{'word': 'ovqat', 'stem': 'ovqat', 'lemma': 'ovqat', 'pos': 'Undefined'}]"
148,Iqtisodiyot,Economics,mahsulotlarini,mahsulot/larini,mahsulot,mahsulot,"[{'word': 'mahsulotlarini', 'stem': 'mahsulot', 'lemma': 'mahsulot', 'pos': 'NOUN', 'id': '27', 'affix': 'larini', 'affixed': 'larini', 'possession': '3', 'cases': 'Accusative', 'plural': True}]"
148,Iqtisodiyot,Economics,eng,eng/,eng,eng,"[{'word': 'eng', 'stem': 'eng', 'lemma': 'eng', 'pos': 'Undefined'}]"
148,Iqtisodiyot,Economics,koï¿,koï¿½,koï¿,koï¿,"[{'word': 'koï¿½ï¿½ï¿½p', 'stem': 'koï¿½ï¿½ï¿½p', 'lemma': 'koï¿½"
148,Iqtisodiyot,Economics,qaysi,qaysi/,qaysi,qaysi,"[{'word': 'qaysi', 'stem': 'qaysi', 'lemma': 'qaysi', 'pos': 'ADJ'}, {'word': 'qaysi', 'stem': 'qay', 'lemma': 'qay', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'si', 'possession': '3'}]"
148,Iqtisodiyot,Economics,davlatlardan,davlat/lardan,davlat,davlat,"[{'word': 'davlatlardan', 'stem': 'davlat', 'lemma': 'davlat', 'pos': 'NOUN', 'id': '12', 'affix': 'lardan', 'affixed': 'lardan', 'cases': 'Ablative', 'plural': True}]"
148,Iqtisodiyot,Economics,import,import/,import,import,"[{'word': 'import', 'stem': 'import', 'lemma': 'import', 'pos': 'NOUN'}]"
148,Iqtisodiyot,Economics,qiladi,qil/adi,qil,qil,"[{'word': 'qiladi', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '372', 'affix': 'Ydi', 'affixed': 'adi', 'impulsion': 'Message'}]"
149,Iqtisodiyot,Economics,oï¿½ï¿½ï¿½z,oï¿½ï¿½ï¿½zb,oï¿½ï¿½ï¿½z,oï¿½ï¿½ï¿½z,"[{'word': 'oï¿½ï¿½ï¿½zbekiston', 'stem': 'oï¿½ï¿½ï¿½zbekiston', 'lemma': 'oï¿½ï¿½ï¿½zbekisto"
149,Iqtisodiyot,Economics,yilda,yil/da,yil,yil,"[{'word': 'yilda', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '7', 'affix': 'da', 'affixed': 'da'}]"
149,Iqtisodiyot,Economics,oziq,oziq/,oziq,oziq,"[{'word': 'oziq', 'stem': 'oziq', 'lemma': 'oziq', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,ovqat,ovqat/,ovqat,ovqat,"[{'word': 'ovqat', 'stem': 'ovqat', 'lemma': 'ovqat', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,mahsulotlarini,mahsulot/larini,mahsulot,mahsulot,"[{'word': 'mahsulotlarini', 'stem': 'mahsulot', 'lemma': 'mahsulot', 'pos': 'NOUN', 'id': '27', 'affix': 'larini', 'affixed': 'larini', 'possession': '3', 'cases': 'Accusative', 'plural': True}]"
149,Iqtisodiyot,Economics,asosan,asosan/,asosan,asosan,"[{'word': 'asosan', 'stem': 'asosan', 'lemma': 'asosan', 'pos': 'MOD'}]"
149,Iqtisodiyot,Economics,qozogï¿½ï¿½,qozogï¿½ï¿½ï,qozogï¿½ï¿½,qozogï¿½ï¿½,"[{'word': 'qozogï¿½ï¿½ï¿½iston', 'stem': 'qozogï¿½ï¿½ï¿½iston', 'lemma': 'qozogï¿½ï¿½ï¿½isto"
149,Iqtisodiyot,Economics,rossiya,rossiya/,rossiya,rossiya,"[{'word': 'rossiya', 'stem': 'rossiya', 'lemma': 'rossiya', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,belarus,belarus/,belarus,belarus,"[{'word': 'belarus', 'stem': 'belarus', 'lemma': 'belarus', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,ukraina,ukraina/,ukraina,ukraina,"[{'word': 'ukraina', 'stem': 'ukraina', 'lemma': 'ukraina', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
149,Iqtisodiyot,Economics,turkiya,turkiya/,turkiya,turkiya,"[{'word': 'turkiya', 'stem': 'turkiya', 'lemma': 'turkiya', 'pos': 'Undefined'}]"
149,Iqtisodiyot,Economics,davlatidan,davlat/idan,davlat,davlat,"[{'word': 'davlatidan', 'stem': 'davlat', 'lemma': 'davlat', 'pos': 'NOUN', 'id': '170', 'affix': '(S)idan', 'affixed': 'idan', 'possession': '3', 'cases': 'Ablative'}]"
149,Iqtisodiyot,Economics,import,import/,import,import,"[{'word': 'import', 'stem': 'import', 'lemma': 'import', 'pos': 'NOUN'}]"
149,Iqtisodiyot,Economics,qildi,qil/di,qil,qil,"[{'word': 'qildi', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '299', 'affix': 'di', 'affixed': 'di', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite', 'impulsion': 'Message'}]"
150,Iqtisodiyot,Economics,bu,bu/,bu,bu,"[{'word': 'bu', 'stem': 'bu', 'lemma': 'bu', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,haqda,haqda/,haqda,haqda,"[{'word': 'haqda', 'stem': 'haqda', 'lemma': 'haqda', 'pos': 'ADP'}]"
150,Iqtisodiyot,Economics,aokada,aoka/da,aoka,aoka,"[{'word': 'aokada', 'stem': 'aoka', 'lemma': 'aoka', 'pos': 'VERB', 'id': '7', 'affix': 'da', 'affixed': 'da'}]"
150,Iqtisodiyot,Economics,fevral,fevra/l,fevra,fevra,"[{'word': 'fevral', 'stem': 'fevra', 'lemma': 'fevra', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
150,Iqtisodiyot,Economics,chorshanba,chorshanba/,chorshanba,chorshanba,"[{'word': 'chorshanba', 'stem': 'chorshanba', 'lemma': 'chorshanba', 'pos': 'NOUN'}]"
150,Iqtisodiyot,Economics,kuni,kun/i,kun,kun,"[{'word': 'kuni', 'stem': 'kun', 'lemma': 'kun', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
150,Iqtisodiyot,Economics,investitsiyalar,investitsiya/lar,investitsiya,investitsiya,"[{'word': 'investitsiyalar', 'stem': 'investitsiya', 'lemma': 'investitsiya', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
150,Iqtisodiyot,Economics,va,va/,va,va,"[{'word': 'va', 'stem': 'va', 'lemma': 'va', 'pos': 'CNJ'}]"
150,Iqtisodiyot,Economics,tashqi,tashqi/,tashqi,tashqi,"[{'word': 'tashqi', 'stem': 'tashqi', 'lemma': 'tashqi', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,savdo,savdo/,savdo,savdo,"[{'word': 'savdo', 'stem': 'savdo', 'lemma': 'savdo', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,vazirligi,vazirlig/i,vazirlig,vazirlig,"[{'word': 'vazirligi', 'stem': 'vazirlig', 'lemma': 'vazirlig', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
150,Iqtisodiyot,Economics,axborot,axborot/,axborot,axborot,"[{'word': 'axborot', 'stem': 'axborot', 'lemma': 'axborot', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,xizmati,xizmat/i,xizmat,xizmat,"[{'word': 'xizmati', 'stem': 'xizmat', 'lemma': 'xizmat', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
150,Iqtisodiyot,Economics,rahbari,rahbar/i,rahbar,rahbar,"[{'word': 'rahbari', 'stem': 'rahbar', 'lemma': 'rahbar', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
150,Iqtisodiyot,Economics,gulshan,gulshan/,gulshan,gulshan,"[{'word': 'gulshan', 'stem': 'gulshan', 'lemma': 'gulshan', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,botirova,botirova/,botirova,botirova,"[{'word': 'botirova', 'stem': 'botirova', 'lemma': 'botirova', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,ishtirokida,ishtirok/ida,ishtirok,ishtirok,"[{'word': 'ishtirokida', 'stem': 'ishtirok', 'lemma': 'ishtirok', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': 'ida', 'possession': '3', 'cases': 'Locative'}]"
150,Iqtisodiyot,Economics,oï¿½ï¿½ï¿½t,oï¿½ï¿½ï¿½tk,oï¿½ï¿,oï¿½ï¿,"[{'word': 'oï¿½ï¿½ï¿½tkazilgan', 'stem': 'oï¿½ï¿½ï¿½tkaz', 'lemma': 'oï¿½ï¿½ï¿½tkaz', 'pos': 'VERB', 'id': '828', 'affix': '(i)lgan', 'affixed': 'ilgan', 'tense': 'Past', 'person': '3', 'verb_func': 'Participle'}, {'word': 'oï¿½ï¿½ï¿½tkazilgan', 'stem': 'oï¿½ï¿½ï¿½tkaz', 'lemma': 'oï¿½ï¿½ï¿½tkaz', 'pos': 'VERB', 'id'"
150,Iqtisodiyot,Economics,brifingda,brif/ingda,brif,brif,"[{'word': 'brifingda', 'stem': 'brif', 'lemma': 'brif', 'pos': 'NOUN', 'id': '340', 'affix': '(i)ngda', 'affixed': 'ingda', 'possession': '2', 'cases': 'Locative', 'singular': True}]"
150,Iqtisodiyot,Economics,maï¿½ï,maï¿½ï¿,maï¿½ï,maï¿½ï,"[{'word': 'maï¿½ï¿½ï¿½lum', 'stem': 'maï¿½ï¿½ï¿½lum', 'lemma': 'maï¿½ï¿"
150,Iqtisodiyot,Economics,qilindi,qil/indi,qil,qil,"[{'word': 'qilindi', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '529', 'affix': '(i)ndi', 'affixed': 'indi', 'tense': 'Past', 'impulsion': 'Message'}]"
150,Iqtisodiyot,Economics,deya,deya/,deya,deya,"[{'word': 'deya', 'stem': 'deya', 'lemma': 'deya', 'pos': 'Undefined'}]"
150,Iqtisodiyot,Economics,xabar,xabar/,xabar,xabar,"[{'word': 'xabar', 'stem': 'xabar', 'lemma': 'xabar', 'pos': 'NOUN'}, {'word': 'xabar', 'stem': 'xab', 'lemma': 'xab', 'pos': 'VERB', 'id': '1689', 'affix': 'Ar', 'affixed': 'ar', 'verb_voice1': 'Causative'}]"
150,Iqtisodiyot,Economics,bermoqda,ber/moqda,ber,ber,"[{'word': 'bermoqda', 'stem': 'ber', 'lemma': 'ber', 'pos': 'VERB', 'id': '68', 'affix': 'moqda', 'affixed': 'moqda', 'tense': 'Present', 'person': '3', 'verb_func': 'Finite', 'copula': True}]"
150,Iqtisodiyot,Economics,bugun,bugun/,bugun,bugun,"[{'word': 'bugun', 'stem': 'bugun', 'lemma': 'bugun', 'pos': 'Undefined'}]"
151,Iqtisodiyot,Economics,uz,uz/,uz,uz,"[{'word': 'uz', 'stem': 'uz', 'lemma': 'uz', 'pos': 'Undefined'}]"
151,Iqtisodiyot,Economics,muxbiri,muxbir/i,muxbir,muxbir,"[{'word': 'muxbiri', 'stem': 'muxbir', 'lemma': 'muxbir', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
152,Iqtisodiyot,Economics,qayd,qayd/,qayd,qayd,"[{'word': 'qayd', 'stem': 'qayd', 'lemma': 'qayd', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,etilishicha,etil/ishicha,etil,etil,"[{'word': 'etilishicha', 'stem': 'etil', 'lemma': 'etil', 'pos': 'VERB', 'id': '685', 'affix': '(i)shicha', 'affixed': 'ishicha'}]"
152,Iqtisodiyot,Economics,yilda,yil/da,yil,yil,"[{'word': 'yilda', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '7', 'affix': 'da', 'affixed': 'da'}]"
152,Iqtisodiyot,Economics,oziq,oziq/,oziq,oziq,"[{'word': 'oziq', 'stem': 'oziq', 'lemma': 'oziq', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,ovqat,ovqat/,ovqat,ovqat,"[{'word': 'ovqat', 'stem': 'ovqat', 'lemma': 'ovqat', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,mahsulotlari,mahsulot/lari,mahsulot,mahsulot,"[{'word': 'mahsulotlari', 'stem': 'mahsulot', 'lemma': 'mahsulot', 'pos': 'NOUN', 'id': '14', 'affix': 'lari', 'affixed': 'lari', 'possession': '3', 'plural': True}]"
152,Iqtisodiyot,Economics,importi,import/i,import,import,"[{'word': 'importi', 'stem': 'import', 'lemma': 'import', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}, {'word': 'importi', 'stem': 'import', 'lemma': 'import', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
152,Iqtisodiyot,Economics,milliard,milliard/,milliard,milliard,"[{'word': 'milliard', 'stem': 'milliard', 'lemma': 'milliard', 'pos': 'NUM'}]"
152,Iqtisodiyot,Economics,dollarni,dollar/ni,dollar,dollar,"[{'word': 'dollarni', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN', 'id': '23', 'affix': 'ni', 'affixed': 'ni', 'cases': 'Accusative', 'singular': True}, {'word': 'dollarni', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '20', 'affix': 'larni', 'affixed': 'larni', 'cases': 'Accusative', 'plural': True}]"
152,Iqtisodiyot,Economics,tashkil,tashkil/,tashkil,tashkil,"[{'word': 'tashkil', 'stem': 'tashkil', 'lemma': 'tashkil', 'pos': 'VERB'}, {'word': 'tashkil', 'stem': 'tashki', 'lemma': 'tashki', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
152,Iqtisodiyot,Economics,etib,et/ib,et,et,"[{'word': 'etib', 'stem': 'et', 'lemma': 'et', 'pos': 'VERB', 'id': '213', 'affix': '(i)b', 'affixed': 'ib'}]"
152,Iqtisodiyot,Economics,yilning,yil/ning,yil,yil,"[{'word': 'yilning', 'stem': 'yil', 'lemma': 'yil', 'pos': 'NOUN', 'id': '24', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive', 'singular': True}, {'word': 'yilning', 'stem': 'yil', 'lemma': 'yil', 'pos': 'PRN', 'id': '1781', 'affix': 'ning', 'affixed': 'ning', 'cases': 'Genitive'}]"
152,Iqtisodiyot,Economics,shu,shu/,shu,shu,"[{'word': 'shu', 'stem': 'shu', 'lemma': 'shu', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,davriga,davr/iga,davr,davr,"[{'word': 'davriga', 'stem': 'davr', 'lemma': 'davr', 'pos': 'NOUN', 'id': '169', 'affix': '(S)iga', 'affixed': 'iga', 'possession': '3', 'cases': 'Dative'}]"
152,Iqtisodiyot,Economics,nisbatan,nisbatan/,nisbatan,nisbatan,"[{'word': 'nisbatan', 'stem': 'nisbatan', 'lemma': 'nisbatan', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,foiz,foiz/,foiz,foiz,"[{'word': 'foiz', 'stem': 'foiz', 'lemma': 'foiz', 'pos': 'Undefined'}]"
152,Iqtisodiyot,Economics,yoki,yoki/,yoki,yoki,"[{'word': 'yoki', 'stem': 'yoki', 'lemma': 'yoki', 'pos': 'CNJ'}]"
152,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
152,Iqtisodiyot,Economics,dollarga,dol/larga,dol,dol,"[{'word': 'dollarga', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '13', 'affix': 'larga', 'affixed': 'larga', 'cases': 'Dative', 'plural': True}]"
152,Iqtisodiyot,Economics,oshgan,osh/gan,osh,osh,"[{'word': 'oshgan', 'stem': 'osh', 'lemma': 'osh', 'pos': 'VERB', 'id': '80', 'affix': 'Gan', 'affixed': 'gan'}]"
153,Iqtisodiyot,Economics,yilda,yil/da,yil,yil,"[{'word': 'yilda', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '7', 'affix': 'da', 'affixed': 'da'}]"
153,Iqtisodiyot,Economics,mazkur,mazkur/,mazkur,mazkur,"[{'word': 'mazkur', 'stem': 'mazkur', 'lemma': 'mazkur', 'pos': 'Undefined'}]"
153,Iqtisodiyot,Economics,koï¿½ï¿½ï¿½,koï¿½ï¿½ï¿½r,koï¿,koï¿,"[{'word': 'koï¿½ï¿½ï¿½rsatkich', 'stem': 'koï¿½ï¿½ï¿½r', 'lemma': 'koï¿½ï¿½ï¿½r', 'pos': 'VERB'"
153,Iqtisodiyot,Economics,milliard,milliard/,milliard,milliard,"[{'word': 'milliard', 'stem': 'milliard', 'lemma': 'milliard', 'pos': 'NUM'}]"
153,Iqtisodiyot,Economics,dollarni,dollar/ni,dollar,dollar,"[{'word': 'dollarni', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN', 'id': '23', 'affix': 'ni', 'affixed': 'ni', 'cases': 'Accusative', 'singular': True}, {'word': 'dollarni', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '20', 'affix': 'larni', 'affixed': 'larni', 'cases': 'Accusative', 'plural': True}]"
153,Iqtisodiyot,Economics,tashkil,tashkil/,tashkil,tashkil,"[{'word': 'tashkil', 'stem': 'tashkil', 'lemma': 'tashkil', 'pos': 'VERB'}, {'word': 'tashkil', 'stem': 'tashki', 'lemma': 'tashki', 'pos': 'VERB', 'id': '710', 'affix': '(i)l', 'affixed': 'l', 'tense': 'Past', 'person': '3', 'verb_func': 'Finite'}]"
153,Iqtisodiyot,Economics,qilgan,qil/gan,qil,qil,"[{'word': 'qilgan', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '80', 'affix': 'Gan', 'affixed': 'gan'}]"
154,Iqtisodiyot,Economics,mahsulotlar,mahsulot/lar,mahsulot,mahsulot,"[{'word': 'mahsulotlar', 'stem': 'mahsulot', 'lemma': 'mahsulot', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,asosan,asosan/,asosan,asosan,"[{'word': 'asosan', 'stem': 'asosan', 'lemma': 'asosan', 'pos': 'MOD'}]"
154,Iqtisodiyot,Economics,qozogï¿½ï¿½,qozogï¿½ï¿½ï,qozogï¿½ï¿½,qozogï¿½ï¿½,"[{'word': 'qozogï¿½ï¿½ï¿½iston', 'stem': 'qozogï¿½ï¿½ï¿½iston', 'lemma': 'qozogï¿½ï¿½ï¿½isto"
154,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
154,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,rossiya,rossiya/,rossiya,rossiya,"[{'word': 'rossiya', 'stem': 'rossiya', 'lemma': 'rossiya', 'pos': 'Undefined'}]"
154,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
154,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,belarus,belarus/,belarus,belarus,"[{'word': 'belarus', 'stem': 'belarus', 'lemma': 'belarus', 'pos': 'Undefined'}]"
154,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
154,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,ukraina,ukraina/,ukraina,ukraina,"[{'word': 'ukraina', 'stem': 'ukraina', 'lemma': 'ukraina', 'pos': 'Undefined'}]"
154,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
154,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,turkiya,turkiya/,turkiya,turkiya,"[{'word': 'turkiya', 'stem': 'turkiya', 'lemma': 'turkiya', 'pos': 'Undefined'}]"
154,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
154,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
154,Iqtisodiyot,Economics,davlatlaridan,davlat/laridan,davlat,davlat,"[{'word': 'davlatlaridan', 'stem': 'davlat', 'lemma': 'davlat', 'pos': 'NOUN', 'id': '157', 'affix': 'laridan', 'affixed': 'laridan', 'possession': '3', 'cases': 'Ablative', 'plural': True}]"
154,Iqtisodiyot,Economics,import,import/,import,import,"[{'word': 'import', 'stem': 'import', 'lemma': 'import', 'pos': 'NOUN'}]"
154,Iqtisodiyot,Economics,qilingan,qil/ingan,qil,qil,"[{'word': 'qilingan', 'stem': 'qil', 'lemma': 'qil', 'pos': 'VERB', 'id': '530', 'affix': '(i)ngan', 'affixed': 'ingan'}]"
155,Iqtisodiyot,Economics,bundan,bun/dan,bun,bun,"[{'word': 'bundan', 'stem': 'bun', 'lemma': 'bun', 'pos': 'VERB', 'id': '8', 'affix': 'dan', 'affixed': 'dan'}]"
155,Iqtisodiyot,Economics,tashqari,tashqari/,tashqari,tashqari,"[{'word': 'tashqari', 'stem': 'tashqari', 'lemma': 'tashqari', 'pos': 'ADV'}, {'word': 'tashqari', 'stem': 'tashqar', 'lemma': 'tashqar', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
155,Iqtisodiyot,Economics,davlat,davlat/,davlat,davlat,"[{'word': 'davlat', 'stem': 'davlat', 'lemma': 'davlat', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,investitsiya,investitsiya/,investitsiya,investitsiya,"[{'word': 'investitsiya', 'stem': 'investitsiya', 'lemma': 'investitsiya', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,dasturi,dastur/i,dastur,dastur,"[{'word': 'dasturi', 'stem': 'dastur', 'lemma': 'dastur', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
155,Iqtisodiyot,Economics,doirasida,doira/sida,doira,doira,"[{'word': 'doirasida', 'stem': 'doira', 'lemma': 'doira', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': 'sida', 'possession': '3', 'cases': 'Locative'}]"
155,Iqtisodiyot,Economics,yilda,yil/da,yil,yil,"[{'word': 'yilda', 'stem': 'yil', 'lemma': 'yil', 'pos': 'VERB', 'id': '7', 'affix': 'da', 'affixed': 'da'}]"
155,Iqtisodiyot,Economics,oziq,oziq/,oziq,oziq,"[{'word': 'oziq', 'stem': 'oziq', 'lemma': 'oziq', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,ovqat,ovqat/,ovqat,ovqat,"[{'word': 'ovqat', 'stem': 'ovqat', 'lemma': 'ovqat', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,sohasida,soha/sida,soha,soha,"[{'word': 'sohasida', 'stem': 'soha', 'lemma': 'soha', 'pos': 'NOUN', 'id': '173', 'affix': '(S)ida', 'affixed': 'sida', 'possession': '3', 'cases': 'Locative'}]"
155,Iqtisodiyot,Economics,umumiy,umumiy/,umumiy,umumiy,"[{'word': 'umumiy', 'stem': 'umumiy', 'lemma': 'umumiy', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,qiymati,qiymat/i,qiymat,qiymat,"[{'word': 'qiymati', 'stem': 'qiymat', 'lemma': 'qiymat', 'pos': 'NOUN', 'id': '5', 'affix': '(S)i', 'affixed': 'i', 'possession': '3'}]"
155,Iqtisodiyot,Economics,million,million/,million,million,"[{'word': 'million', 'stem': 'million', 'lemma': 'million', 'pos': 'NUM'}]"
155,Iqtisodiyot,Economics,dollar,dollar/,dollar,dollar,"[{'word': 'dollar', 'stem': 'dollar', 'lemma': 'dollar', 'pos': 'NOUN'}, {'word': 'dollar', 'stem': 'dol', 'lemma': 'dol', 'pos': 'NOUN', 'id': '10', 'affix': 'lar', 'affixed': 'lar', 'plural': True}]"
155,Iqtisodiyot,Economics,boï¿½ï¿,boï¿½ï¿½,boï¿,boï¿,"[{'word': 'boï¿½ï¿½ï¿½lgan', 'stem': 'boï¿½ï¿½ï¿½l', 'lemma': 'boï¿½ï¿½ï¿½l', 'pos': 'VERB', 'id': '80', 'affix': '"
155,Iqtisodiyot,Economics,ta,ta/,ta,ta,"[{'word': 'ta', 'stem': 'ta', 'lemma': 'ta', 'pos': 'Undefined'}]"
155,Iqtisodiyot,Economics,loyihani,loyiha/ni,loyiha,loyiha,"[{'word': 'loyihani', 'stem': 'loyiha', 'lemma': 'loyiha', 'pos': 'NOUN', 'id': '23', 'affix': 'ni', 'affixed': 'ni', 'cases': 'Accusative', 'singular': True}]"
155,Iqtisodiyot,Economics,aoshirish,aosh/irish,aosh,aosh,"[{'word': 'aoshirish', 'stem': 'aosh', 'lemma': 'aosh', 'pos': 'VERB', 'id': '1691', 'affix': 'Arish', 'affixed': 'irish', 'verb_voice1': 'Causative'}]"
